,Unnamed: 0.1,Unnamed: 0,username,anime_id,my_score,user_id,gender,title,type,source,score,scored_by,rank,popularity,genre,Username,Gender,Location,Days Watched,Mean Score,Watching,Completed,On Hold,Dropped,Plan to Watch,Total Entries,Rewatched,Episodes Watched,Age,location,lat,lon,city,state,country
60750,93445,93445,GurrenLeader1990,1103,7,491930,Male,Shinkon Gattai Godannar!!,TV,Original,6.79,3297,4370.0,3595,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60751,93446,93446,GurrenLeader1990,1149,7,491930,Male,Choujuushin Gravion Zwei,TV,Original,6.71,2736,4692.0,4384,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60752,93447,93447,GurrenLeader1990,5072,6,491930,Male,Dragonaut: The Resonance - Kotou - Tozasareta Kyousoo,Special,Original,7.02,3379,3493.0,4208,"Action, Sci-Fi, Space, Romance, Mecha",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60753,93448,93448,GurrenLeader1990,1111,5,491930,Male,Vandread: Gekitou-hen,OVA,Original,6.98,2229,3659.0,4602,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60754,93449,93449,GurrenLeader1990,1112,5,491930,Male,Vandread: Taidou-hen,OVA,Original,6.88,2306,4016.0,4600,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60755,93450,93450,GurrenLeader1990,13239,6,491930,Male,Mass Effect: Paragon Lost,Movie,Game,6.44,3372,5845.0,4446,"Action, Adventure, Sci-Fi",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60756,93451,93451,GurrenLeader1990,10348,7,491930,Male,Fireball Charming,TV,Other,6.88,3510,3989.0,4424,Sci-Fi,GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60757,93452,93452,GurrenLeader1990,1104,7,491930,Male,Shinkon Gattai Godannar!! 2nd Season,TV,Other,7.04,2394,3428.0,4675,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60758,93453,93453,GurrenLeader1990,4362,7,491930,Male,Fireball,TV,Other,6.78,4412,4393.0,4124,"Comedy, Sci-Fi",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
60759,93454,93454,GurrenLeader1990,1992,6,491930,Male,Chou Kousoku Gran Doll,OVA,Other,5.64,400,8110.0,8085,"Action, Comedy, Mecha, School",GurrenLeader1990,Male,"Eden, NC",156.8,7.35,13.0,175.0,7.0,14.0,37.0,246.0,67.0,9248.0,33,"Eden, NC",36.4884715,-79.7667026,Eden,North Carolina,United States
66644,101079,101079,LadyKatara,21,0,864299,Male,One Piece,TV,Manga,8.54,423868,91.0,35,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66645,101080,101080,LadyKatara,59,8,864299,Male,Chobits,TV,Manga,7.53,175388,1546.0,188,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66646,101081,101081,LadyKatara,74,0,864299,Male,Gakuen Alice,TV,Manga,7.77,33244,941.0,1291,"Comedy, School, Shoujo, Super Power",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66647,101082,101082,LadyKatara,120,5,864299,Male,Fruits Basket,TV,Manga,7.77,167968,939.0,222,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66648,101083,101083,LadyKatara,210,0,864299,Male,Ranma ½,TV,Manga,7.85,59911,802.0,623,"Slice of Life, Comedy, Martial Arts, Fantasy",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66649,101084,101084,LadyKatara,232,0,864299,Male,Cardcaptor Sakura,TV,Manga,8.21,121898,297.0,292,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66650,101085,101085,LadyKatara,249,8,864299,Male,InuYasha,TV,Manga,7.9,181978,697.0,141,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66651,101086,101086,LadyKatara,269,0,864299,Male,Bleach,TV,Manga,7.9,433097,693.0,18,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66652,101087,101087,LadyKatara,721,8,864299,Male,Princess Tutu,TV,Original,8.21,36501,307.0,916,"Comedy, Drama, Magic, Romance, Fantasy",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66653,101088,101088,LadyKatara,853,10,864299,Male,Ouran Koukou Host Club,TV,Manga,8.34,335137,205.0,69,"Comedy, Harem, Romance, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66654,101089,101089,LadyKatara,957,0,864299,Male,Saiunkoku Monogatari,TV,Novel,8.04,23467,512.0,1313,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66655,101090,101090,LadyKatara,1571,0,864299,Male,Ghost Hunt,TV,Novel,7.92,69224,656.0,527,"Comedy, Horror, Mystery, Shoujo, Supernatural",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66656,101091,101091,LadyKatara,1579,0,864299,Male,Kiniro no Corda: Primo Passo,TV,Novel,7.63,36820,1273.0,1138,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66657,101092,101092,LadyKatara,1698,0,864299,Male,Nodame Cantabile,TV,Manga,8.41,87363,163.0,381,"Music, Slice of Life, Comedy, Drama, Romance, Josei",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66658,101093,101093,LadyKatara,1735,0,864299,Male,Naruto: Shippuuden,TV,Manga,8.18,385179,337.0,20,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66659,101094,101094,LadyKatara,2104,0,864299,Male,Seto no Hanayome,TV,Manga,7.89,91206,727.0,366,"Comedy, Parody, Romance, School, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66660,101095,101095,LadyKatara,3092,7,864299,Male,Junjou Romantica,TV,Manga,7.99,86423,568.0,568,"Comedy, Drama, Romance, Shounen Ai",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66661,101096,101096,LadyKatara,3731,0,864299,Male,Itazura na Kiss,TV,Manga,7.7,91187,1108.0,473,"Comedy, Romance, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66662,101097,101097,LadyKatara,4224,0,864299,Male,Toradora!,TV,Novel,8.39,557898,174.0,13,"Slice of Life, Comedy, Romance, School",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66663,101098,101098,LadyKatara,4722,0,864299,Male,Skip Beat!,TV,Manga,8.24,90699,282.0,488,"Comedy, Drama, Romance, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66664,101099,101099,LadyKatara,4814,7,864299,Male,Junjou Romantica 2,TV,Manga,8.15,66565,374.0,799,"Comedy, Drama, Romance, Shounen Ai",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66665,101100,101100,LadyKatara,5262,8,864299,Male,Shugo Chara!! Doki,TV,Manga,7.55,37129,1508.0,1173,"Comedy, Magic, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66666,101101,101101,LadyKatara,5835,0,864299,Male,Hanasakeru Seishounen,TV,Manga,7.87,16772,753.0,1654,"Drama, Romance, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66667,101102,101102,LadyKatara,6045,10,864299,Male,Kimi ni Todoke,TV,Manga,8.13,212710,400.0,111,"Slice of Life, Drama, Romance, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66668,101103,101103,LadyKatara,6586,0,864299,Male,Yume-iro Pâtissière,TV,Manga,8.03,21618,526.0,1630,"Kids, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66669,101104,101104,LadyKatara,7054,9,864299,Male,Kaichou wa Maid-sama!,TV,Manga,8.2,315130,314.0,71,"Comedy, Romance, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66670,101105,101105,LadyKatara,7674,0,864299,Male,Bakuman.,TV,Manga,8.32,167429,216.0,172,"Comedy, Drama, Romance, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66671,101106,101106,LadyKatara,7817,9,864299,Male,B-gata H-kei,TV,Manga,7.1,142827,3193.0,285,"Comedy, Romance, Ecchi, School, Seinen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66672,101107,101107,LadyKatara,9513,0,864299,Male,Beelzebub,TV,Manga,8.02,136105,528.0,208,"Action, Comedy, Demons, Supernatural, School, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66673,101108,101108,LadyKatara,9656,10,864299,Male,Kimi ni Todoke 2nd Season,TV,Manga,8.12,133548,412.0,322,"Slice of Life, Drama, Romance, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66674,101109,101109,LadyKatara,9863,0,864299,Male,SKET Dance,TV,Manga,8.33,44132,213.0,646,"Comedy, School, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66675,101110,101110,LadyKatara,9926,9,864299,Male,Sekaiichi Hatsukoi,TV,Manga,8.07,69250,469.0,701,"Comedy, Drama, Romance, Shounen Ai",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66676,101111,101111,LadyKatara,10800,0,864299,Male,Chihayafuru,TV,Manga,8.29,89081,246.0,348,"Drama, Game, Josei, School, Slice of Life, Sports",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66677,101112,101112,LadyKatara,11013,10,864299,Male,Inu x Boku SS,TV,Manga,7.63,139250,1274.0,231,"Comedy, Supernatural, Romance, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66678,101113,101113,LadyKatara,11123,9,864299,Male,Sekaiichi Hatsukoi 2,TV,Manga,8.23,53285,288.0,945,"Comedy, Drama, Romance, Shounen Ai",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66679,101114,101114,LadyKatara,11759,0,864299,Male,Accel World,TV,Novel,7.53,236083,1545.0,103,"Action, Game, Sci-Fi, Romance, School",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66680,101115,101115,LadyKatara,14227,7,864299,Male,Tonari no Kaibutsu-kun,TV,Manga,7.71,281448,1093.0,88,"Slice of Life, Comedy, Romance, School, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66681,101116,101116,LadyKatara,14397,0,864299,Male,Chihayafuru 2,TV,Manga,8.47,62720,116.0,757,"Drama, Game, Josei, School, Slice of Life, Sports",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66682,101117,101117,LadyKatara,14713,9,864299,Male,Kamisama Hajimemashita,TV,Manga,8.14,138954,383.0,259,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66683,101118,101118,LadyKatara,1,0,864299,Male,Cowboy Bebop,TV,Original,8.81,365465,27.0,38,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66684,101119,101119,LadyKatara,16,0,864299,Male,Hachimitsu to Clover,TV,Manga,8.14,54404,382.0,500,"Comedy, Drama, Josei, Romance, Slice of Life",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66685,101120,101120,LadyKatara,19,10,864299,Male,Monster,TV,Manga,8.69,118856,49.0,152,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66686,101121,101121,LadyKatara,20,0,864299,Male,Naruto,TV,Manga,7.88,648605,745.0,10,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66687,101122,101122,LadyKatara,24,7,864299,Male,School Rumble,TV,Manga,8.02,101593,537.0,347,"Comedy, Romance, School, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66688,101123,101123,LadyKatara,26,0,864299,Male,Texhnolyze,TV,Original,7.78,29726,932.0,661,"Action, Sci-Fi, Psychological, Drama",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66689,101124,101124,LadyKatara,30,10,864299,Male,Neon Genesis Evangelion,TV,Original,8.32,364012,223.0,48,"Action, Sci-Fi, Dementia, Psychological, Drama, Mecha",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66690,101125,101125,LadyKatara,32,10,864299,Male,Neon Genesis Evangelion: The End of Evangelion,Movie,Original,8.48,193744,113.0,216,"Sci-Fi, Dementia, Psychological, Drama, Mecha",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66691,101126,101126,LadyKatara,33,8,864299,Male,Kenpuu Denki Berserk,TV,Manga,8.45,153890,132.0,210,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66692,101127,101127,LadyKatara,43,0,864299,Male,Ghost in the Shell,Movie,Manga,8.35,182809,192.0,174,"Action, Sci-Fi, Police, Psychological, Mecha, Seinen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66693,101128,101128,LadyKatara,45,0,864299,Male,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,Manga,8.4,135713,168.0,240,"Action, Adventure, Comedy, Historical, Romance, Samurai",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66694,101129,101129,LadyKatara,52,0,864299,Male,Kidou Tenshi Angelic Layer,TV,Manga,7.31,22165,2389.0,1663,"Sci-Fi, Comedy, Sports, Drama, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66695,101130,101130,LadyKatara,57,0,864299,Male,Beck,TV,Manga,8.37,87024,181.0,414,"Comedy, Drama, Music, Shounen, Slice of Life",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66696,101131,101131,LadyKatara,60,0,864299,Male,Chrno Crusade,TV,Manga,7.76,78792,961.0,485,"Action, Historical, Demons, Supernatural, Romance",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66697,101132,101132,LadyKatara,68,0,864299,Male,Black Cat,TV,Manga,7.49,89185,1656.0,430,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66698,101133,101133,LadyKatara,93,0,864299,Male,Mobile Suit Gundam SEED,TV,Original,7.88,65885,744.0,761,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66699,101134,101134,LadyKatara,104,0,864299,Male,Ayashi no Ceres,TV,Manga,7.34,20548,2267.0,1677,"Adventure, Comedy, Horror, Psychological, Supernatural, Drama, Romance, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66700,101135,101135,LadyKatara,121,0,864299,Male,Fullmetal Alchemist,TV,Manga,8.29,491403,247.0,21,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66701,101136,101136,LadyKatara,123,0,864299,Male,Fushigi Yuugi,TV,Manga,7.75,33876,987.0,1124,"Adventure, Fantasy, Magic, Martial Arts, Comedy, Romance, Historical, Drama, Shoujo",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
66702,101137,101137,LadyKatara,134,0,864299,Male,Gunslinger Girl,TV,Manga,7.51,55066,1608.0,655,"Action, Psychological, Military, Drama, Sci-Fi",LadyKatara,Male,"Lawrenceville, New Jersey",106.8,7.92,35.0,382.0,0.0,0.0,740.0,1157.0,35.0,6857.0,32,"Lawrenceville, New Jersey",40.30098765,-74.73737283395636,Lawrence Township,New Jersey,United States
